experiment_id,date,family,hypothesis,pair,session,timeframe,params_json,dataset_start,dataset_end,is_trades,is_wr,is_pf,is_dd,is_prof_months,oos_trades,oos_wr,oos_pf,oos_pnl,oos_dd,wf_folds,wf_consistency_pct,mc_risk_of_ruin_pct,decision,status,notes
EXP-121,2026-08-14,research_data_integrity,Trace and fix the current_6_strategy_revalidation.csv corruption incident; build a reusable fail-loud CSV validator,N/A,ALL,N/A,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,VALIDATOR BUILT - 21 REGRESSION TESTS PASS,"Traced the incident to reports/current_6_strategy_revalidation.csv (commit 6fd93a3): hand-composed text (not written via a CSV library), one cell (parameter_stability_status) had an unquoted internal comma, silently dropping 4 of 7 rows under pandas' default/on_bad_lines=warn parsers. Built src/research_data_validator.py (column-count consistency, required/unexpected columns, row count exact-vs-range, duplicate row/key detection, numeric/datetime/missing-value validation, allowed-value and date-range checks, lifecycle pairing, round-trip proof) -- every check raises ResearchDataError, never silently continues. tests/test_research_data_validator.py (21 tests, all pass) reproduces the exact incident shape and proves a csv.DictWriter round trip preserves commas/quotes/negatives/timestamps exactly. Applied the validator to the real reports/5ers_trade_export.csv (passes cleanly) and confirmed it still correctly flags the historical current_6_strategy_revalidation.csv corruption. Fixed the read path in phase27 (robust csv-module reader) WITHOUT modifying the historical source artifact. Policy documented in reports/research_data_integrity_policy.md (structural vs current-snapshot rules explicitly distinguished, per instruction not to hardcode a permanent exact row count)."
EXP-122,2026-08-14,non_jpy_calendar_drift_screen,Exploratory non-JPY diversification screen -- calendar/drift family (day-of-week open-to-close) across EURUSD/GBPUSD/AUDUSD/USDCAD/USDCHF/XAUUSD,NON_JPY_UNIVERSE,ALL,D1,{},2023-01-01,2026-08-14,0,0,0,0,0,0,0,0,0,0,1,0,0,MIXED,0 OF 60 CELLS PORTFOLIO-QUALIFIED; 1 PROMISING,"60 cells tested (6 pairs x 5 weekdays x 2 directions), single fixed mechanism (D1 open-to-close drift, ATR-normalized R, matching the already-live GBPUSD Monday Drift mechanism family -- not a new untested family, not AMR copied onto a new pair). Chronological IS(2023-01-01 to 2025-01-01)/OOS(2025-01-01 to 2026-08-14) split, no shuffling, no per-cell parameter tuning. Pre-registered screening bar (IS+OOS |t|>=2.0 same sign, OOS PF>1.0) fixed before any result was seen. 0/60 cells clear the bar. GBPUSD Monday LONG (IS t=1.89/OOS t=4.36) correctly re-discovers the already-live strategy as a methodology sanity check, not a new finding. AUDUSD Monday LONG (IS t=1.65/OOS t=4.36->4.15, OOS PF 3.07, cost-robust to 2x spread: OOS t=3.62/PF=2.647) is the one new candidate -- held at E.PROMISING not F.QUALIFIED specifically because IS t-stat does not clear the pre-registered bar, honoring this project's own IS-only-selection discipline despite a strong OOS number. Portfolio-diversification test: 0.29 daily-R correlation to the control (data/phase26_all_trades.csv, 84 overlapping days); only 1 of control's worst 10 historical days coincided with a candidate trade day (n=1, inconclusive). No candidate deployed, no live strategy modified, no full portfolio Monte Carlo re-run (flagged for next phase, not fabricated). See reports/non_jpy_diversification_research.md + non_jpy_candidate_registry.csv + non_jpy_portfolio_comparison.csv, src/phase30_nonjpy_calendar_screen.py."
EXP-123,2026-08-14,portfolio_factor_regime_map,Portfolio factor and regime map -- currency/session/mechanism/regime concentration and correlation analysis of the current 6-strategy portfolio,ALL_6,ALL,MIXED,{},2023-08-01,2026-08-13,2712,0,0,0,0,0,0,0,0,0,0,NONE,C. HIGHLY CONCENTRATED,"Validated both input CSVs (data/phase26_all_trades.csv, reports/5ers_trade_export.csv) via src/research_data_validator.py before analysis -- both passed. Key findings, all mathematically derived not assumed: (1) zero New York-session exposure across all 6 strategies -- 94.7% of risk-weighted trades enter during Asian hours 00:00-07:00 server, 13.2% at the London 07:00-09:00 open, 0% NY; (2) HIGH volatility is the portfolio's only net-negative regime (3 of 6 strategies net-negative, combined historical R -6.91 vs +120.64 LOW-vol/+78.63 NORMAL-vol) -- CADJPY_ARB shares this weakness with AUDJPY/CADJPY AMR despite being a structurally different breakout (not mean-reversion) mechanic, a new cross-mechanism finding; (3) strategy correlation RISES on the portfolio's worst-decile drawdown days for most AMR pairs (e.g. EURJPY/GBPJPY: 0.557 drawdown vs 0.373 normal) -- diversification partially disappears exactly when needed; (4) correlation-adjusted effective N (1/(w'Sigma*w), standard portfolio-theory formula) = 2.67 of 6 nominal strategies, vs a naive risk-weight-only HHI figure of 5.19 -- the portfolio behaves like 2-3 independent strategies, not 6. Anti-bias finding: JPY concentration (94.7% risk-weighted) is real but NOT shown to be the sole/dominant cause -- CADJPY_ARB is also JPY yet correlates weakly (0.05-0.11) with the AMR pairs, while mechanism/session (81.5% risk-weighted share one mean-reversion family) better explains the correlation clustering than currency alone. AUDUSD Monday LONG (from EXP-122) checked against the resulting missing-factor profile: strong HIGH-vol-regime match (best of its 3 vol terciles, opposite the AMR weakness) but does NOT address the session gap and its 0.29 correlation to the control is ABOVE the book's own 0.192 internal average -- mixed result, not promoted. No strategy modified, no candidate deployed, no portfolio optimization performed. See reports/phase31_portfolio_factor_regime_map.md (master) + 8 supporting CSVs + 3 supporting .md reports, src/phase31_factor_regime_map.py.",,
EXP-124,2026-08-15,portfolio_architecture_factor_simulation,Portfolio architecture factor simulation -- calibrated synthetic archetype testing to rank which diversification characteristics would actually improve the current portfolio,ALL_6,ALL,MIXED,{},2023-08-01,2026-08-13,2712,0,0,0,0,0,0,0,0,0,0,NONE,C. CLEAR DIVERSIFICATION GAP,"Reproduced the Phase 31 control (2712 trades, effective N=2.67, avg corr=0.192) as a hard reproducibility gate before proceeding -- passed. Built 5 diagnostic (non-strategy) synthetic archetypes calibrated to empirical control statistics (per-strategy daily R std 0.442-1.21, trade freq 0.99-4.61/wk), each tested via 300 independent random draws per scenario (not single noisy draws) to separate real signal from simulation noise -- an earlier single-draw version of this analysis produced an inconsistent/noisy ranking and was explicitly redone before being trusted. Factor-importance ranking (additional simulated drawdown incurred when each characteristic is removed from the strongest archetype): HIGH-volatility compatibility=7.87R (largest), low drawdown-specific correlation=5.46R, mechanism (non-mean-reversion)=14.7R swing in a separate ablation, non-JPY currency=1.5R (smallest cleanly-isolated effect), low normal-day correlation=0.85R (smallest of the four directly-ablated factors). Confirms Phase 31's own finding that drawdown-day correlation matters more than average correlation, and extends it: JPY concentration is NOT shown to be the primary problem -- mechanism and HIGH-vol/drawdown-correlation behavior show larger simulated effects than currency alone. Session (NY exposure) shown to be a real gap but insufficient alone -- a NY-only proxy with weak mechanism assumptions underperformed a London-only proxy with strong ones. Honest negative finding reported as found (not hidden): every tested archetype, even the strongest profile, deepens nominal portfolio max drawdown on average when additively combined, even while improving total R and HIGH-vol/effective-diversification metrics -- confirmed independently via a 10k-run block-bootstrap Monte Carlo. AUDUSD Monday LONG re-scored against the resulting target profile: PARTIAL MATCH (strong on HIGH-vol behavior, weak on session and normal correlation) -- not promoted. Produces reports/phase32_target_profile.md, the explicit input to a future Phase 33 strategy search. No strategy modified, no candidate deployed, no portfolio optimization performed. See reports/phase32_portfolio_architecture.md (master) + 10 CSVs, src/phase32_portfolio_architecture.py.",,
EXP-125,2026-08-16,phase33_xauusd_london_vol_expansion,"XAUUSD London volatility-contraction-to-expansion breakout, pre-registered before backtesting",XAUUSD,LONDON,H1,{},2023-01-01,2026-08-14,151,0,1.168,0,0,114,37.7,1.185,13.31,-15.14,0,0,0,B. REJECTED -- ROBUSTNESS FAILURE,REJECTED,"OOS PF 1.185/expectancy +0.117R passes Gate 1 and survives 2x cost stress, but fails Gate 2 on both pre-registered checks: OOS sub-halves sign-inconsistent (H1 -0.071R/H2 +0.305R) and +-20% parameter perturbation sign-inconsistent (-20% +0.045R/baseline +0.117R/+20% -0.022R). Independently also fails the drawdown-diversification gate (drawdown-day corr +0.111 exceeds normal-day corr -0.151 by >0.15, on OOS-window-matched control). STRONG HIGH-vol compatibility (100% of OOS trades in HIGH-ATR tercile) but caveat: no LOW/NORMAL comparison exists within this OOS window. See reports/phase33_strategy_discovery.md."
EXP-126,2026-08-16,phase33_usdcad_momentum_continuation,"USDCAD H4 trend/momentum continuation, extending the project's own prior CADJPY cross-sectional momentum finding to a non-JPY pair, pre-registered before backtesting",USDCAD,ALL,H4,{},2023-01-01,2026-08-14,57,0,1.006,0,0,57,40.4,1.246,8.83,-7.39,0,0,0,B. REJECTED -- ROBUSTNESS FAILURE,REJECTED,"OOS PF 1.246/expectancy +0.155R passes Gate 1, survives 2x cost stress (PF 1.150), but fails Gate 2 on both pre-registered checks: OOS sub-halves sign-inconsistent (H1 -0.091R/H2 +0.393R) and +-20% parameter perturbation shows a FULL SIGN REVERSAL (-20% +0.242R/baseline +0.155R/+20% -0.260R) -- the most fragile result of either Phase 33 candidate. HIGH-vol classification UNKNOWN (only 5 OOS trades in HIGH-ATR tercile). Drawdown-diversification gate INSUFFICIENT EVIDENCE (only 5 overlapping control-drawdown days in the short OOS window). See reports/phase33_strategy_discovery.md."
EXP-127,2026-08-17,phase34_research_universe_audit,Audit why Phase 33 produced no qualified candidate and build a ranked research map for Phase 35,N/A,ALL,N/A,{},,,0,0,0,0,0,0,0,0,0,0,,,,NONE,B. PHASE 33 SEARCH WAS TOO NARROW,"Verified data integrity before analysis: research_data_validator passed on both control inputs, Phase31/32 control reproduced exactly (trade_count=2712/effective_n=2.67/avg_corr=0.192), and confirmed via git log that the Phase33 preregistration has exactly 1 commit touching it (never edited after results existed). Coverage audit: Phase33 tested only 2 of 16 plausible strategy families (12.5%) and zero candidates specifically targeted the New York session despite it being Phase32 Priority 5 -- the single largest identified gap. Failure re-diagnosis (not a rescue): XAUUSD's OOS instability traced to a fixed 2.0x TP multiplier not adapting to realized expansion size; USDCAD's full sign-reversal under +-20% perturbation traced to a single H4 threshold sitting on a narrow peak rather than the 'broad plateau' this project's own 6 live strategies were all validated to have. Both diagnosed as implementation-specific weaknesses, not structural rejections of the instrument/family. Target-profile audit: all 5 Phase32 priorities remain WELL-SUPPORTED or USEFUL BUT LIMITED -- no evidence found to revise the profile. Validation-bar audit: OOS-sub-half and parameter-perturbation gates were the two highest-value checks (both caught real problems); HIGH-vol and drawdown-correlation gates are correctly designed but sample-sensitive, recommended a minimum-trade-count precondition going forward (a process fix, not a bar reduction). Built a 16-family strategy taxonomy and produced a 4-family/5-hypothesis Phase35 search map (NY-session breakout+momentum, London/NY overlap continuation, multi-timeframe trend informed by the USDCAD lesson, ATR-scaled vol-expansion informed by the XAUUSD lesson) -- deliberately constrained per instruction, not a brute-force list. AUDUSD Monday LONG reviewed without modification, remains PROMISING/PARTIAL MATCH. No strategy/parameter/risk/bar/target-profile modified. Phase33 acceptance bar explicitly NOT lowered. See reports/phase34_research_universe_audit.md (master) + phase34_failure_analysis.md + phase34_phase35_recommendation.md + 10 CSVs, src/phase34_research_audit.py."
EXP-128,2026-08-18,phase35_h1_ny_orb,"USDCAD New York opening-range breakout, pre-registered before backtesting",USDCAD,NEW_YORK,H1,{},2023-01-01,2026-08-14,396,0,0.805,0,0,306,41.2,0.890,-21.72,0,0,0,A. REJECTED -- NO EDGE,REJECTED,"OOS PF 0.890, expectancy -0.071R, negative in both OOS sub-halves (-0.072R/-0.070R, stable non-borderline result). Negative across all +-20% TP-multiplier perturbations (0.824-0.951). Cost stress/drawdown-correlation/portfolio-integration not run per the frozen Gate-1-first rule ordering. See reports/phase35_strategy_discovery.md.",
EXP-129,2026-08-18,phase35_h2_ny_momentum,"AUDUSD New York session momentum continuation, pre-registered before backtesting",AUDUSD,NEW_YORK,H1,{},2023-01-01,2026-08-14,669,0,0.712,0,0,532,28.9,0.639,-159.58,0,0,0,A. REJECTED -- NO EDGE,REJECTED,"OOS PF 0.639 (largest OOS sample of the phase, 532 trades, most decisive rejection), expectancy -0.300R, negative in both OOS sub-halves. Negative across all +-20% momentum-threshold perturbations (0.639-0.666). See reports/phase35_strategy_discovery.md.",
EXP-130,2026-08-18,phase35_h3_overlap_continuation,"USDCHF London/NY overlap continuation, pre-registered before backtesting",USDCHF,LONDON_NY_OVERLAP,H1,{},2023-01-01,2026-08-14,222,0,0.747,0,0,172,33.1,0.540,-58.86,0,0,0,A. REJECTED -- NO EDGE,REJECTED,"OOS PF 0.540 (weakest of the 5 Phase35 candidates), expectancy -0.342R, negative in both OOS sub-halves. Negative across all +-20% efficiency-ratio-threshold perturbations (0.493-0.649). See reports/phase35_strategy_discovery.md.",
EXP-131,2026-08-18,phase35_h4_mtf_trend,"USDCAD multi-timeframe (D1 filter + H4 execution) trend continuation -- a NEW design, not a repair of the rejected Phase33 USDCAD candidate -- pre-registered before backtesting",USDCAD,ALL,H4,{},2023-01-01,2026-08-14,91,0,0.743,0,0,63,30.2,0.795,-9.52,0,0,0,A. REJECTED -- NO EDGE,REJECTED,"OOS PF 0.795 (least decisively rejected of the 5, and the only candidate whose OOS sub-halves disagree in sign: H1 -0.378R, H2 +0.068R on a thin 31-32 trade split -- flagged as a WARNING-tier observation on thin data, not evidence of a real edge). Negative across all +-20% lookback perturbations (0.771-0.836), notably a narrower/more stable range than Phase33's USDCAD candidate's catastrophic sign-reversal -- the D1 trend filter appears to have reduced parameter fragility even though it did not produce a credible edge. See reports/phase35_strategy_discovery.md.",
EXP-132,2026-08-18,phase35_h5_atr_vol_expansion,"AUDUSD ATR-scaled volatility-expansion breakout -- a NEW design testing an adaptive exit vs. Phase33's fixed-target XAUUSD design, deliberately non-gold -- pre-registered before backtesting",AUDUSD,LONDON,H1,{},2023-01-01,2026-08-14,151,0,0.834,0,0,123,26.0,0.653,-38.64,0,0,0,A. REJECTED -- NO EDGE,REJECTED,"OOS PF 0.653, expectancy -0.314R, negative in both OOS sub-halves. PF improves monotonically as the TP-ATR multiplier loosens (0.553 at 2.0x to 0.763 at 3.0x) but never clears 1.0. Suggests the earlier XAUUSD problem may not have been solely the fixed-target design, or the vol-contraction-to-expansion precondition doesn't generalize cleanly to AUDUSD -- both flagged as open questions. See reports/phase35_strategy_discovery.md.",
EXP-133,2026-08-18,phase36_research_base_rate_audit,"Audit of the cumulative research process (Phases 27/29-35): base rates, failure taxonomy, regime dependency, portfolio viability, and Phase 37 direction",N/A,ALL,N/A,{},2019-01-01,2026-08-14,0,0,0,0,0,0,0,0,0,0,,,,NONE,D. EXPAND INTO A DIFFERENT RETURN-STREAM CLASS,"Verified data integrity (research_data_validator passed on the consolidated ledger and the live production export; confirmed exact live cutoff 2026-08-13 19:12:09 UTC matches prior phases, not fabricated). Built a 68-row consolidated research ledger entirely from committed artifacts (Phase30's 60-cell registry + Phase33's 2 + Phase35's 5 confirmatory candidates + AUDUSD Monday LONG), no hypothesis added from memory. Base rate (observed research-set frequency, not population probability, per frozen preregistration): confirmatory OOS-edge rate 2/7=28.6% (Wilson 95% CI 8.2-64.1%, explicitly wide given n=7); 0/7 survived robustness; 0/7 portfolio-qualified. Failure taxonomy: 56.7% OOS/robustness instability, 37.3% edge-absent -- a real split between Phase33's near-misses (had an edge, failed robustness) and Phase35's clean rejections (no edge at all). Search-space coverage: 89.6% of ALL 67 tested hypotheses belong to one family (calendar_drift, Phase30's screen) -- the clearest evidence for RQ7 (over-searching simple technical FX). Fresh market-regime analysis (real MT5 D1 data 2019-2026, not estimated) found the actual OOS window (2025-05 to 2026-08) was an unusually LOW-volatility period for every FX pair tested (lowest of 5 characterized periods for USDCAD/AUDUSD) while the SAME window was the HIGHEST-vol period for XAUUSD -- a genuine, disclosed regime-dependency finding. Current 6-strategy portfolio reconstructed and correctly date-scoped at the 2026-07-31 demotion boundary: historical reconstruction PF 1.211/2712 trades (SUPPORTIVE), live post-demotion PF 0.292/19 trades (negative point estimate, explicitly STATISTICALLY UNINFORMATIVE, not treated as proof of anything). Portfolio viability: B. DEFENSIBLE WITH MONITORING (not A/C/D). AUDUSD Monday LONG reviewed without modification: PROMISING BUT UNDER-SAMPLED/UNDER-VALIDATED (never formally tested against the +-20%% perturbation standard that rejected all 7 Phase33/35 candidates -- a disclosed gap, not rescued). Recommended Phase37 direction: D, prioritizing cross-sectional FX momentum and session-specific event structures (both immediately actionable with existing data/infrastructure) over another single-instrument technical FX design. No new strategy backtested, no candidate rescued/promoted, no live change. See reports/phase36_master_report.md + 9 CSVs + 3 supporting .md, src/phase36_audit.py + phase36_build_ledger.py + phase36_portfolio_and_remaining.py."
EXP-134,2026-08-18,phase37_audusd_validation_and_return_stream_map,"AUDUSD Monday LONG (exact reproduction of Phase30's drift_cell, no modification) put through the full Phase33/35 standardized validation battery for the first time; plus a return-stream diversification class map (no strategy design/backtest)",AUDUSD,N/A,D1,{},2019-01-01,2026-08-14,101,56.4,1.507,0,0,84,65.5,3.07,21.4,-2.87,0,,,F. REJECTED -- POOR DRAWDOWN DIVERSIFICATION,REJECTED,"Exact reproduction of the original result (84 OOS trades, PF 3.070, matching to 3 decimals) from source code, not memory. Passed every standardized gate applied to Phase33/35 candidates: OOS sub-half consistency (both halves positive, PASS), +-20% ATR-window perturbation (PF 3.051-3.152, no sign reversal -- disclosed as a structurally weaker test since this candidate has no trade-selection parameter), 2x cost stress (PF 2.647), and positive performance across all five characterized historical regimes 2019-2026 (PF 1.17 to 4.16, strengthening toward the present with 2025/2026 overlapping the original discovery window -- disclosed, not treated as fully independent). HIGH-volatility regime classification STRONG (its best bucket, 20 trades PF 6.25). Monte Carlo (10,000-draw reshuffle, SIMULATED): actual max DD -2.87R at the 8.9th percentile, not an extreme outlier. Decisive failure: drawdown-correlation to the six-strategy control, computed on an OOS-window-matched population -- normal-day correlation 0.228 vs. drawdown-day correlation 0.742 (9 overlapping worst-decile days, just above the 8-day viability floor) -- CORRELATED, exceeding the pre-registered 0.15 threshold badly. Portfolio integration confirms: adding the candidate increases total R but deepens control max DD (-14.53R to -15.24R at 1.0x weight). Track B mapped 10 return-stream classes against 6 known portfolio gaps using a frozen weighted-priority formula (independence 25%, drawdown-diversification 20%, HIGH-vol 15%, mechanism 15%, data quality 10%, researchability 5%, cost 5%, overfitting 5%): top-scored classes (Event/macro-conditioned 79.2, Index-based 71.7, Volatility-conditioned 69.2) all have a CONFIRMED data gap in this project's toolchain; Cross-sectional FX (67.5, READY) and Session-specific structures (63.3, MOSTLY READY) are the two immediately actionable classes. Recommended Phase38 direction: pre-register (not backtest) Cross-sectional FX and Session-specific event structures; treat Event/macro-conditioned as a longer-horizon data-infrastructure project. No new strategy backtested, no candidate promoted/optimized/deployed, no live change. See reports/phase37_master_report.md + 14 CSVs + 3 supporting .md, src/phase37_audusd_validation.py + phase37_build_track_b_csvs.py + phase37_build_data_availability.py + phase37_compute_priorities.py."
EXP-135,2026-08-18,phase38_h1_cross_sectional_fx,"8-currency relative-momentum cross-sectional FX: rank USD/EUR/GBP/JPY/AUD/CAD/CHF/NZD by trailing 20-day momentum, long strongest/short weakest, weekly rebalance -- pre-registered before backtesting",SYNTHETIC (7 USD-pair legs),N/A,D1/weekly,{},2019-01-01,2026-08-14,297,46.8,0.83,0,0,84,45.2,0.649,-13.84,-14.61,0,,,B. REJECTED -- NO CREDIBLE OOS EDGE,REJECTED,"Structural independence: A. GENUINELY DISTINCT (no prior hypothesis in the 68-item ledger uses a cross-sectional multi-instrument ranking). OOS PF 0.649, expectancy -0.1648R, negative in both IS and OOS, negative across all 3 lookback perturbations (16d/20d/24d, PF 0.582/0.649/0.517, no sign reversal since already negative). Cost stress worsens further (PF 0.608 at 2x). HIGH-vol regime WEAK (expectancy -0.63R, worst bucket). Would have independently failed drawdown-correlation even had Gate1 passed (0.611 drawdown-day corr vs 0.136 normal, 8-day overlap at the preregistered floor). Portfolio integration worsens control on both total_R and max_dd at every weight. See reports/phase38_master_report.md + reports/phase38_preregistration.md, src/phase38_h1_cross_sectional.py."
EXP-136,2026-08-18,phase38_h2_session_structure,"Asian-range [0-7h UTC-server] breakout continuation triggered at London open (intrabar high/low breakout, amended from a non-executable open-price rule), held to NY close (hour 22) or stop -- EURUSD/GBPUSD/AUDUSD, pre-registered before backtesting",EURUSD/GBPUSD/AUDUSD,LONDON_OPEN_TO_NY_CLOSE,H1,{},2019-01-01,2026-08-14,517,37.1,0.961,0,0,458,37.1,0.798,-54.5,-57.62,0,,,B. REJECTED -- NO CREDIBLE OOS EDGE,REJECTED,"Structural independence: B. RELATED BUT MEANINGFULLY DIFFERENT from AMR (mean-reversion vs this candidate's breakout-continuation) and Phase35's NY-session hypotheses (this candidate triggers at the Asian-to-London transition and holds through NY close, spanning 3 sessions, vs Phase35's single-NY-session designs) -- see reports/phase38_structural_independence.csv. Required one disclosed preregistration amendment before any result existed: the literal open-price breakout rule was non-executable by construction (1 EURUSD trade in ~1900 days), amended to intrabar high/low breakout with entry at the breakout level (reports/phase38_preregistration.md Amendment 1). OOS PF 0.798 on the largest, most decisive sample of the phase (458 trades), expectancy -0.119R, negative in both IS and OOS. Parameter robustness FAILED independently: sign reversal across the Asian-window perturbation (-20%=PF1.05 positive, baseline/+20%=negative or degenerate -- +20% produced 0 trades because the perturbed window overlaps the entry hour itself, a disclosed structural artifact). Cost stress worsens further (PF 0.697 at 2x). HIGH-vol regime nominally STRONG (expectancy +0.0025R) but economically negligible. Drawdown correlation CORRELATED (0.269 vs -0.085 normal, 28-day overlap, well-sampled). Portfolio integration materially worsens the control (max_dd -14.53 -> -22.78 at 1.0x weight) -- the largest single-candidate portfolio degradation observed across Phases 37-38. See reports/phase38_master_report.md + reports/phase38_preregistration.md, src/phase38_h2_session_structure.py."
EXP-137,2026-08-18,phase39_research_program_decision_audit,"Decision audit (not a strategy test): reconcile the full FX-technical research inventory, assess whether a practical research ceiling has been reached, and evaluate Event/Macro, Volatility-conditioned, and Index-based return-stream classes for Phase40 data feasibility and research priority",N/A,N/A,N/A,{},,,0,0,0,0,0,0,0,0,0,0,0,,,C. FX TECHNICAL RESEARCH CEILING REACHED FOR NOW,NONE,"Fixed a genuine pre-existing column-count defect in experiments.csv (7 rows, EXP-123/124/128-132, missing 1-2 trailing fields) before reconciling the ledger, per Part2's STOP-if-not-reconciled instruction. Built a 70-row FX research inventory (reports/phase39_fx_research_inventory.csv) by extending Phase36's 68-row ledger with Phase37's AUDUSD full-validation update and Phase38's H1/H2 -- entirely from committed artifacts, no hypothesis from memory. Found 10 raw confirmatory hypotheses but only 8 genuinely distinct return-driver concepts (2 near-duplicate pairs: volatility-expansion XAUUSD/AUDUSD, trend-continuation USDCAD x2 -- reports/phase39_structural_duplication.csv). Decisive finding: 3 of 3 candidates that reached the portfolio-integration stage (AUDUSD Monday LONG, Phase38 H1, Phase38 H2) failed on the SAME gate (drawdown correlation to the 6-strategy control) despite three structurally different mechanisms -- stronger, more mechanism-independent evidence than the raw rejection count alone. Verdict: C. FX TECHNICAL RESEARCH CEILING REACHED FOR NOW, explicitly scoped to undifferentiated FX-technical mechanism search, NOT a claim that 'FX technical trading has no edge' (reports/phase39_multiple_testing_audit.csv makes this distinction explicit). Direct MT5/data checks (not inference) on the three Phase37-flagged alternative classes: Event/Macro confirmed D-currently-unsuitable (live news_calendar.json cache holds only {currency,title,time_utc} for a rolling current-week window, zero historical archive, zero point-in-time integrity); Volatility-conditioned found no true VIX/FX-vol-index symbol among 12,525 broker symbols, BUT self-calculated realized volatility (reusing the already-validated ATR/rolling-std infrastructure) is B-usable-with-controls and READY FOR PREREGISTRATION today with zero new infrastructure -- a materially more optimistic finding than Phase37 assumed; Index-based confirmed real deep D1 history for US500/US30/DE40 (2900+ bars since 2015) but UK100 has a live ~3-month data gap requiring investigation, and session/roll/live-cost infrastructure is not yet built (READY AFTER INFRASTRUCTURE). Weighted priority score (frozen 8-dimension formula): Volatility-conditioned 75.0 > Index-based 73.3 > Event/Macro 72.5 -- the opposite ordering from Phase37's Track B, driven by this phase's direct data verification replacing Phase37's more provisional assessment. Recommended Phase40 direction: B. VOLATILITY-CONDITIONED (self-calculated realized volatility) -- the only class meeting all 7 Phase40-readiness conditions today. No strategy designed, no instrument selected, no parameter proposed, no backtest run. See reports/phase39_master_report.md + 17 CSVs + 3 supporting .md, src/phase39_build_inventory.py + phase39_coverage_analysis.py + phase39_compute_priority.py."
EXP-138,2026-08-18,phase40_volatility_conditioned_trend_continuation,"HIGH-volatility-state (TRAIN-fixed normalized-ATR tercile, one-bar-lagged, no leakage) trend continuation gated as a genuine activation condition -- EURUSD/GBPUSD/AUDUSD/USDCAD, New York session (13:00-21:00 UTC-server-hour), H1, ATR stop, session-close exit -- pre-registered before backtesting, first volatility-conditioned hypothesis outside the FX-technical-mechanism family",EURUSD/GBPUSD/AUDUSD/USDCAD,NEW_YORK,H1,{},2023-01-01,2026-08-14,4570,41.5,0.89,0,0,2228,37.4,0.668,-393.71,-395.05,0,,,B. REJECTED -- NO CREDIBLE OOS EDGE,REJECTED,"Structural independence: B. RELATED BUT MEANINGFULLY DIFFERENT (first hypothesis in the ledger using realized volatility as a genuine trade-activation gate rather than an R-multiple normalizer or exit-scaling factor). OOS PF 0.668 on 2228 trades -- by a wide margin the largest, most statistically decisive OOS sample tested in this project's history. Negative in both OOS sub-halves (PF 0.726/0.617). No sign reversal under +-20% ATR-window perturbation (PF 0.718/0.668/0.691, negative throughout). Fails further under cost stress (PF 0.539 at 2x). Negative across all 5 historical regime periods 2019-2026, and WORSENING toward the present (opposite pattern from AUDUSD Monday LONG) -- 2026YTD PF 0.607, the worst period. Decisively fails the HIGH-volatility gate this candidate was specifically built to pass: C. MATERIALLY DETERIORATES IN HIGH VOLATILITY (since this candidate trades ONLY the HIGH state by construction, its entire OOS result IS the HIGH-vol result). Volatility-transition diagnostic (Part17, exploratory-only, not used to rescue): PERSISTENT_HIGH -0.182R (n=1877), TRANSITION_NORMAL_TO_HIGH -0.144R (n=349) -- no sub-slice rescues the candidate. Drawdown correlation CORRELATED (0.251 drawdown-day vs 0.090 normal-day, 26-day overlap, well-sampled). Portfolio integration is the most severe failure of any Phase37-40 candidate: control total_R 126.72 -> combined -266.99 at 1.0x weight; control max_dd -14.53 -> combined -279.10. Monte Carlo (SIMULATED): actual max DD at the 78.6th percentile of 10,000 reshuffles -- not adverse sequencing, the underlying edge itself is the problem. Two FUTURE RESEARCH IDEAS recorded but explicitly NOT tested per the no-rescue rule: (1) volatility-gated mean-reversion in the opposite direction, (2) volatility-gated defensive exposure-scaling rather than a new directional stream. This is the 4th candidate in a row (after AUDUSD Monday LONG, Phase38 H1, Phase38 H2) to fail on drawdown correlation to the control regardless of mechanism -- Phase41 should consider investigating the control portfolio's own drawdown-day commonality directly rather than continuing to generate new candidate return streams. No live change, no strategy variant tested, no rescue attempted. See reports/phase40_master_report.md + 16 CSVs + 2 supporting .md, src/phase40_volatility_conditioned.py."
